,Date,Public Transport Route,Station,Weather Condition,Time of Day,Delay Due to Weather (minutes),Temperature (°C),Rainfall (mm),Wind Speed (km/h),Humidity (%)
39006,2023-03-19 07:00:00,Tram,Beckenham Junction,Clear,Off-Peak,0,4,34,18,77
39007,2023-03-19 08:00:00,Train,Paddington,Rain,Rush Hour,5,13,41,12,86
39008,2023-03-19 09:00:00,Tube,Waterloo,Ice,Rush Hour,25,26,15,33,96
39009,2023-03-19 10:00:00,DLR,Stratford,Snow,Rush Hour,25,12,49,33,80
39010,2023-03-19 11:00:00,DLR,Bank,Rain,Off-Peak,5,28,32,26,94
39011,2023-03-19 12:00:00,DLR,Stratford,Ice,Off-Peak,35,9,39,33,51
39012,2023-03-19 13:00:00,Train,Euston,Fog,Off-Peak,15,18,24,38,89
39013,2023-03-19 14:00:00,Tube,Piccadilly Circus,Ice,Off-Peak,25,-1,18,26,63
39014,2023-03-19 15:00:00,Tube,Leicester Square,Rain,Off-Peak,15,26,34,32,47
39015,2023-03-19 16:00:00,Train,London Bridge,Rain,Off-Peak,5,3,15,3,48
39016,2023-03-19 17:00:00,Tram,Elmers End,Wind,Rush Hour,25,-1,15,27,48
39017,2023-03-19 18:00:00,Bus,Victoria,Snow,Rush Hour,30,-1,47,6,58
39018,2023-03-19 19:00:00,Train,Victoria,Fog,Rush Hour,25,28,24,25,93
39019,2023-03-19 20:00:00,Tram,Beckenham Junction,Clear,Off-Peak,0,1,31,25,90
39020,2023-03-19 21:00:00,DLR,Shadwell,Clear,Off-Peak,10,20,43,20,55
39021,2023-03-19 22:00:00,Bus,Tottenham Court Road,Snow,Off-Peak,30,-5,27,16,73
39022,2023-03-19 23:00:00,Bus,Victoria,Ice,Off-Peak,45,28,8,31,40
39023,2023-03-20 00:00:00,Tube,Baker Street,Wind,Off-Peak,30,20,17,26,86
39024,2023-03-20 01:00:00,No Service,Elmers End,Wind,Off-Peak,25,26,22,1,99
39026,2023-03-20 02:00:00,No Service,Waterloo,Rain,Off-Peak,5,6,29,25,100
39027,2023-03-20 03:00:00,No Service,Oxford Circus,Fog,Off-Peak,40,0,31,27,86
39028,2023-03-20 04:00:00,No Service,Waterloo,Wind,Off-Peak,20,14,23,20,59
39029,2023-03-20 05:00:00,Train,London Bridge,Rain,Off-Peak,15,13,10,39,89
39030,2023-03-20 06:00:00,Bus,Waterloo,Wind,Off-Peak,15,10,25,38,100
39031,2023-03-20 07:00:00,Tram,Beckenham Junction,Ice,Rush Hour,40,-2,10,34,67
39032,2023-03-20 08:00:00,Train,King's Cross,Clear,Rush Hour,0,26,19,25,67
39033,2023-03-20 09:00:00,Tube,Leicester Square,Clear,Rush Hour,0,12,43,20,60
39034,2023-03-20 10:00:00,Bus,Tottenham Court Road,Ice,Off-Peak,35,-1,17,5,77
39035,2023-03-20 11:00:00,Tube,Leicester Square,Ice,Off-Peak,25,0,33,31,50
39036,2023-03-20 12:00:00,Train,Victoria,Clear,Off-Peak,10,8,35,1,63
39037,2023-03-20 13:00:00,Bus,Waterloo,Ice,Off-Peak,45,12,3,11,51
39038,2023-03-20 14:00:00,Train,London Bridge,Fog,Off-Peak,25,4,20,17,65
39039,2023-03-20 15:00:00,DLR,Canary Wharf,Snow,Off-Peak,15,17,25,13,77
39040,2023-03-20 16:00:00,Bus,Tottenham Court Road,Clear,Rush Hour,10,12,13,5,99
39041,2023-03-20 17:00:00,Tram,New Addington,Clear,Rush Hour,10,-2,25,1,48
39042,2023-03-20 18:00:00,Train,Euston,Rain,Rush Hour,15,26,12,22,85
39043,2023-03-20 19:00:00,Train,King's Cross,Snow,Off-Peak,40,0,25,15,43
39044,2023-03-20 20:00:00,Tube,Piccadilly Circus,Rain,Off-Peak,15,20,40,17,43
39045,2023-03-20 21:00:00,DLR,Poplar,Fog,Off-Peak,30,0,14,1,87
39046,2023-03-20 22:00:00,Bus,Oxford Circus,Fog,Off-Peak,25,29,26,1,54
39047,2023-03-20 23:00:00,Train,Paddington,Fog,Off-Peak,15,-1,22,22,85
39048,2023-03-21 00:00:00,No Service,Canary Wharf,Clear,Off-Peak,10,8,21,37,75
39049,2023-03-21 01:00:00,No Service,Leicester Square,Snow,Off-Peak,10,-4,9,1,49
39050,2023-03-21 02:00:00,No Service,Shadwell,Clear,Off-Peak,10,34,4,9,67
39051,2023-03-21 03:00:00,No Service,Leicester Square,Fog,Off-Peak,50,7,3,15,78
39052,2023-03-21 04:00:00,No Service,South Wimbledon,Snow,Off-Peak,35,-1,49,21,49
39053,2023-03-21 05:00:00,Tube,Baker Street,Snow,Off-Peak,20,30,35,15,81
39054,2023-03-21 06:00:00,Tram,Addiscombe,Ice,Off-Peak,50,30,15,32,55
39055,2023-03-21 07:00:00,Bus,Tottenham Court Road,Snow,Rush Hour,20,13,31,39,53
39056,2023-03-21 08:00:00,Train,Clapham Junction,Rain,Rush Hour,15,14,10,23,91
39057,2023-03-21 09:00:00,Tube,Kings Cross St Pancras,Fog,Rush Hour,40,16,38,24,86
39058,2023-03-21 10:00:00,Tube,Green Park,Ice,Off-Peak,35,25,32,40,43
39059,2023-03-21 11:00:00,Tram,New Addington,Wind,Off-Peak,15,-2,34,10,75
39060,2023-03-21 12:00:00,Tram,Addiscombe,Snow,Off-Peak,25,-3,47,38,78
39061,2023-03-21 13:00:00,Train,London Bridge,Rain,Off-Peak,15,31,3,11,99
39062,2023-03-21 14:00:00,Train,King's Cross,Clear,Off-Peak,0,19,22,38,81
39063,2023-03-21 15:00:00,DLR,Stratford,Snow,Off-Peak,25,31,2,5,81
39064,2023-03-21 16:00:00,Tube,Kings Cross St Pancras,Snow,Rush Hour,10,-2,19,3,94
39065,2023-03-21 17:00:00,Train,Victoria,Snow,Rush Hour,30,33,0,12,47
39066,2023-03-21 18:00:00,Tram,New Addington,Snow,Rush Hour,35,1,32,1,62
39067,2023-03-21 19:00:00,Bus,Oxford Circus,Snow,Off-Peak,30,1,9,10,77
39068,2023-03-21 20:00:00,Train,London Bridge,Clear,Off-Peak,0,19,43,26,99
39069,2023-03-21 21:00:00,DLR,Poplar,Wind,Off-Peak,20,9,2,32,89
39070,2023-03-21 22:00:00,Bus,Liverpool Street,Clear,Off-Peak,10,1,31,40,80
39071,2023-03-21 23:00:00,Tube,Green Park,Wind,Off-Peak,30,-2,44,23,55
39072,2023-03-22 00:00:00,No Service,Oxford Circus,Fog,Off-Peak,50,28,37,21,66
39073,2023-03-22 01:00:00,No Service,Tottenham Court Road,Snow,Off-Peak,20,13,30,22,84
39075,2023-03-22 02:00:00,No Service,Liverpool Street,Snow,Off-Peak,20,32,20,35,63
39076,2023-03-22 03:00:00,No Service,Bank,Rain,Off-Peak,5,21,23,0,61
39077,2023-03-22 04:00:00,Tube,Waterloo,Fog,Off-Peak,50,-1,23,23,66
39078,2023-03-22 05:00:00,Tram,New Addington,Wind,Off-Peak,25,7,9,12,63
39079,2023-03-22 06:00:00,DLR,Poplar,Snow,Rush Hour,15,8,5,17,50
39080,2023-03-22 07:00:00,Tram,South Wimbledon,Ice,Rush Hour,50,24,27,6,55
39081,2023-03-22 08:00:00,Train,London Bridge,Rain,Rush Hour,15,4,0,39,87
39082,2023-03-22 09:00:00,Train,King's Cross,Fog,Off-Peak,25,26,46,3,92
39083,2023-03-22 10:00:00,Bus,Soho,Clear,Off-Peak,0,-5,45,19,67
39084,2023-03-22 11:00:00,Bus,Victoria,Rain,Off-Peak,15,18,43,9,50
39085,2023-03-22 12:00:00,Train,Victoria,Ice,Off-Peak,40,23,9,6,91
39086,2023-03-22 13:00:00,DLR,Poplar,Snow,Off-Peak,25,1,40,38,59
39087,2023-03-22 14:00:00,Bus,King's Cross,Clear,Off-Peak,10,25,29,24,72
39088,2023-03-22 15:00:00,DLR,Poplar,Snow,Rush Hour,25,11,14,18,46
39089,2023-03-22 16:00:00,Train,Victoria,Rain,Rush Hour,5,24,13,39,49
39090,2023-03-22 17:00:00,Train,King's Cross,Rain,Rush Hour,5,19,23,19,100
39091,2023-03-22 18:00:00,Tram,Beckenham Junction,Fog,Off-Peak,40,22,9,28,78
39092,2023-03-22 19:00:00,Bus,Tottenham Court Road,Wind,Off-Peak,15,30,25,4,84
39093,2023-03-22 20:00:00,DLR,Shadwell,Snow,Off-Peak,15,1,0,29,60
39094,2023-03-22 21:00:00,Bus,Waterloo,Snow,Off-Peak,30,29,19,27,87
39095,2023-03-22 22:00:00,Train,Clapham Junction,Ice,Off-Peak,40,14,28,38,81
39097,2023-03-22 23:00:00,No Service,East Croydon,Clear,Off-Peak,0,8,33,39,92
39098,2023-03-23 00:00:00,No Service,Poplar,Wind,Off-Peak,10,24,1,27,42
39099,2023-03-23 01:00:00,No Service,King's Cross,Clear,Off-Peak,0,-5,1,25,44
39103,2023-03-23 02:00:00,Bus,King's Cross,Fog,Rush Hour,25,32,1,0,77
39104,2023-03-23 03:00:00,Tube,Leicester Square,Fog,Rush Hour,40,19,7,10,40
39105,2023-03-23 04:00:00,Train,King's Cross,Rain,Rush Hour,15,28,24,0,75
39106,2023-03-23 05:00:00,Tram,New Addington,Ice,Off-Peak,50,2,17,13,51
39107,2023-03-23 06:00:00,Tube,Piccadilly Circus,Ice,Off-Peak,25,14,44,20,70
39108,2023-03-23 07:00:00,Train,Paddington,Rain,Off-Peak,5,24,16,0,80
39109,2023-03-23 08:00:00,Tram,South Wimbledon,Clear,Off-Peak,0,-2,29,13,65
39110,2023-03-23 09:00:00,Bus,Victoria,Fog,Off-Peak,35,15,7,9,73
39111,2023-03-23 10:00:00,DLR,Poplar,Snow,Off-Peak,25,21,41,25,84
39112,2023-03-23 11:00:00,Tube,Green Park,Snow,Rush Hour,20,4,45,34,78
39113,2023-03-23 12:00:00,DLR,Poplar,Fog,Rush Hour,30,17,28,19,84
39114,2023-03-23 13:00:00,Tube,Leicester Square,Wind,Rush Hour,30,27,50,2,55
39115,2023-03-23 14:00:00,DLR,Tower Gateway,Wind,Off-Peak,10,5,18,24,63
39116,2023-03-23 15:00:00,Tram,Addiscombe,Ice,Off-Peak,40,13,36,23,82
39117,2023-03-23 16:00:00,Bus,Liverpool Street,Snow,Off-Peak,30,5,23,5,75
39118,2023-03-23 17:00:00,DLR,Tower Gateway,Snow,Off-Peak,15,-2,17,1,94
39119,2023-03-23 18:00:00,Bus,Tottenham Court Road,Rain,Off-Peak,15,17,9,29,44
39120,2023-03-23 19:00:00,No Service,New Addington,Fog,Off-Peak,30,-1,15,3,40
39122,2023-03-23 20:00:00,No Service,Beckenham Junction,Fog,Off-Peak,40,-1,49,33,81
39123,2023-03-23 21:00:00,No Service,Elmers End,Wind,Off-Peak,25,12,40,19,60
39124,2023-03-23 22:00:00,No Service,Wimbledon,Ice,Off-Peak,50,11,41,34,49
39125,2023-03-23 23:00:00,DLR,Stratford,Ice,Off-Peak,35,-3,43,17,47
39126,2023-03-24 00:00:00,Tube,Green Park,Clear,Off-Peak,0,2,4,36,59
39127,2023-03-24 01:00:00,DLR,Bank,Snow,Rush Hour,25,34,14,4,74
39128,2023-03-24 02:00:00,Bus,Tottenham Court Road,Wind,Rush Hour,25,17,22,14,95
39129,2023-03-24 03:00:00,Tube,Waterloo,Ice,Rush Hour,25,17,30,39,69
39130,2023-03-24 04:00:00,DLR,Shadwell,Fog,Off-Peak,20,-4,29,33,89
39131,2023-03-24 05:00:00,Tube,Oxford Circus,Fog,Off-Peak,50,33,6,39,57
39132,2023-03-24 06:00:00,Tube,Kings Cross St Pancras,Rain,Off-Peak,15,15,19,37,84
39133,2023-03-24 07:00:00,Tram,New Addington,Clear,Off-Peak,10,18,38,18,84
39134,2023-03-24 08:00:00,Tram,Elmers End,Wind,Off-Peak,15,32,2,20,86
39135,2023-03-24 09:00:00,Bus,Soho,Fog,Off-Peak,25,14,2,3,67
39136,2023-03-24 10:00:00,Bus,Waterloo,Fog,Rush Hour,25,33,30,20,66
39137,2023-03-24 11:00:00,Tube,Baker Street,Snow,Rush Hour,20,21,6,30,69
39138,2023-03-24 12:00:00,Train,Victoria,Fog,Rush Hour,25,33,0,25,93
39139,2023-03-24 13:00:00,Tube,Oxford Circus,Wind,Off-Peak,20,1,26,9,76
39140,2023-03-24 14:00:00,DLR,Stratford,Fog,Off-Peak,30,27,49,7,74
39141,2023-03-24 15:00:00,Tube,Baker Street,Snow,Off-Peak,20,23,0,17,58
39142,2023-03-24 16:00:00,Bus,Oxford Circus,Snow,Off-Peak,20,4,5,17,92
39143,2023-03-24 17:00:00,Bus,Oxford Circus,Ice,Off-Peak,35,4,19,12,81
39144,2023-03-24 18:00:00,No Service,King's Cross,Snow,Off-Peak,30,6,38,1,80
39145,2023-03-24 19:00:00,No Service,Beckenham Junction,Clear,Off-Peak,10,-3,43,9,94
39146,2023-03-24 20:00:00,No Service,New Addington,Ice,Off-Peak,50,-3,2,39,77
39147,2023-03-24 21:00:00,No Service,Canary Wharf,Snow,Off-Peak,15,7,1,13,43
39149,2023-03-24 22:00:00,Bus,Liverpool Street,Rain,Off-Peak,5,25,46,2,42
39150,2023-03-24 23:00:00,Tram,Wimbledon,Wind,Off-Peak,15,21,31,0,49
39151,2023-03-25 00:00:00,Bus,Soho,Wind,Rush Hour,25,0,19,14,94
39152,2023-03-25 01:00:00,Tube,Oxford Circus,Ice,Rush Hour,35,21,35,33,50
39153,2023-03-25 02:00:00,Train,King's Cross,Ice,Rush Hour,30,29,26,35,84
39154,2023-03-25 03:00:00,Tube,Green Park,Fog,Off-Peak,40,3,19,38,67
39155,2023-03-25 04:00:00,Bus,Tottenham Court Road,Ice,Off-Peak,45,0,18,9,79
39156,2023-03-25 05:00:00,Bus,Liverpool Street,Ice,Off-Peak,35,0,20,12,43
39157,2023-03-25 06:00:00,Train,King's Cross,Fog,Off-Peak,15,34,42,30,89
39158,2023-03-25 07:00:00,DLR,Canary Wharf,Rain,Off-Peak,15,20,19,24,78
39159,2023-03-25 08:00:00,Tram,East Croydon,Snow,Off-Peak,35,13,4,20,42
39160,2023-03-25 09:00:00,Tram,South Wimbledon,Wind,Rush Hour,25,10,19,7,73
39161,2023-03-25 10:00:00,Train,Waterloo,Snow,Rush Hour,40,17,11,7,86
39162,2023-03-25 11:00:00,Tube,Green Park,Snow,Rush Hour,20,5,47,17,60
39163,2023-03-25 12:00:00,Tube,Kings Cross St Pancras,Snow,Off-Peak,20,10,9,16,64
39164,2023-03-25 13:00:00,Tube,Oxford Circus,Rain,Off-Peak,5,23,21,38,84
39165,2023-03-25 14:00:00,Tram,South Wimbledon,Rain,Off-Peak,20,32,37,9,42
39166,2023-03-25 15:00:00,DLR,Shadwell,Snow,Off-Peak,25,14,27,11,56
39167,2023-03-25 16:00:00,DLR,Tower Gateway,Wind,Off-Peak,20,15,11,4,56
39171,2023-03-25 17:00:00,No Service,Waterloo,Wind,Off-Peak,30,22,38,19,62
39172,2023-03-25 18:00:00,No Service,Victoria,Rain,Off-Peak,15,27,9,31,56
39173,2023-03-25 19:00:00,Tram,Addiscombe,Clear,Off-Peak,0,34,47,36,60
39174,2023-03-25 20:00:00,Tube,Green Park,Clear,Off-Peak,10,20,34,33,54
39175,2023-03-25 21:00:00,Train,Euston,Fog,Rush Hour,25,4,47,36,94
39176,2023-03-25 22:00:00,Bus,Victoria,Snow,Rush Hour,20,28,43,26,90
39177,2023-03-25 23:00:00,Train,Euston,Fog,Rush Hour,15,3,39,6,96
39178,2023-03-26 00:00:00,Train,Paddington,Ice,Off-Peak,40,30,36,15,57
39179,2023-03-26 01:00:00,Tram,Addiscombe,Fog,Off-Peak,40,5,16,14,93
39180,2023-03-26 02:00:00,Bus,Liverpool Street,Fog,Off-Peak,25,4,26,0,62
39181,2023-03-26 03:00:00,Tram,Beckenham Junction,Snow,Off-Peak,35,1,45,17,56
39182,2023-03-26 04:00:00,Bus,Waterloo,Ice,Off-Peak,45,32,28,18,52
39183,2023-03-26 05:00:00,Tram,Wimbledon,Clear,Off-Peak,10,10,25,24,89
39184,2023-03-26 06:00:00,Tram,New Addington,Fog,Rush Hour,30,20,8,0,98
39185,2023-03-26 07:00:00,Train,Clapham Junction,Ice,Rush Hour,30,26,50,31,54
39186,2023-03-26 08:00:00,Tube,Piccadilly Circus,Clear,Rush Hour,0,25,11,31,82
39187,2023-03-26 09:00:00,Train,Waterloo,Clear,Off-Peak,10,26,42,40,92
39188,2023-03-26 10:00:00,Bus,King's Cross,Fog,Off-Peak,35,6,25,9,96
39189,2023-03-26 11:00:00,Tram,East Croydon,Snow,Off-Peak,35,21,32,38,58
39190,2023-03-26 12:00:00,Train,Victoria,Fog,Off-Peak,15,16,31,30,51
39191,2023-03-26 13:00:00,Tube,Leicester Square,Clear,Off-Peak,10,9,10,20,64
39192,2023-03-26 14:00:00,No Service,Victoria,Wind,Off-Peak,25,2,28,0,85
39194,2023-03-26 15:00:00,No Service,Baker Street,Fog,Off-Peak,40,-2,7,38,49
39195,2023-03-26 16:00:00,No Service,Victoria,Wind,Off-Peak,15,2,24,23,94
39196,2023-03-26 17:00:00,No Service,Liverpool Street,Rain,Off-Peak,15,17,19,32,100
39197,2023-03-26 18:00:00,Tube,Oxford Circus,Clear,Off-Peak,0,10,20,25,94
39198,2023-03-26 19:00:00,Train,Paddington,Fog,Off-Peak,15,28,3,36,95
39199,2023-03-26 20:00:00,Tram,Beckenham Junction,Rain,Rush Hour,20,16,35,22,52
39200,2023-03-26 21:00:00,Bus,Waterloo,Wind,Rush Hour,15,17,42,18,41
39201,2023-03-26 22:00:00,Tram,New Addington,Ice,Rush Hour,40,-1,28,17,88
39202,2023-03-26 23:00:00,Bus,Soho,Ice,Off-Peak,45,31,18,32,85
39203,2023-03-27 00:00:00,Train,Waterloo,Clear,Off-Peak,10,1,25,10,57
39204,2023-03-27 01:00:00,Tram,Addiscombe,Clear,Off-Peak,10,31,35,10,73
39205,2023-03-27 02:00:00,Tram,South Wimbledon,Fog,Off-Peak,40,20,24,31,91
39206,2023-03-27 03:00:00,Tram,South Wimbledon,Ice,Off-Peak,50,22,22,34,73
39207,2023-03-27 04:00:00,Tube,Waterloo,Ice,Off-Peak,35,-2,37,28,60
39208,2023-03-27 05:00:00,Tram,New Addington,Wind,Rush Hour,25,26,27,2,82
39209,2023-03-27 06:00:00,Tube,Oxford Circus,Wind,Rush Hour,20,32,40,18,48
39210,2023-03-27 07:00:00,Tube,Baker Street,Ice,Rush Hour,25,3,10,3,58
39211,2023-03-27 08:00:00,Bus,Victoria,Fog,Off-Peak,25,30,28,34,49
39212,2023-03-27 09:00:00,DLR,Stratford,Clear,Off-Peak,10,20,43,34,73
39213,2023-03-27 10:00:00,Tube,Baker Street,Ice,Off-Peak,35,5,49,10,53
39214,2023-03-27 11:00:00,Tram,Addiscombe,Wind,Off-Peak,15,14,19,18,91
39215,2023-03-27 12:00:00,Tube,Oxford Circus,Rain,Off-Peak,5,32,8,24,85
39216,2023-03-27 13:00:00,No Service,Tottenham Court Road,Ice,Off-Peak,35,9,23,19,47
39217,2023-03-27 14:00:00,No Service,Liverpool Street,Ice,Off-Peak,45,29,46,20,76
39218,2023-03-27 15:00:00,No Service,Tower Gateway,Ice,Off-Peak,35,3,48,10,72
39220,2023-03-27 16:00:00,No Service,Poplar,Clear,Off-Peak,10,27,40,15,73
39221,2023-03-27 17:00:00,Tube,Kings Cross St Pancras,Rain,Off-Peak,15,5,12,25,55
39222,2023-03-27 18:00:00,Tube,Piccadilly Circus,Ice,Off-Peak,35,16,1,9,52
39223,2023-03-27 19:00:00,Tube,Kings Cross St Pancras,Clear,Rush Hour,10,0,16,6,78
39224,2023-03-27 20:00:00,Train,King's Cross,Rain,Rush Hour,15,31,49,4,66
39225,2023-03-27 21:00:00,DLR,Shadwell,Wind,Rush Hour,20,15,26,0,78
39226,2023-03-27 22:00:00,Tram,Addiscombe,Fog,Off-Peak,40,6,37,29,72
39227,2023-03-27 23:00:00,Tram,Addiscombe,Rain,Off-Peak,20,1,1,39,72
39228,2023-03-28 00:00:00,Tram,New Addington,Snow,Off-Peak,35,-4,32,23,43
39229,2023-03-28 01:00:00,Tram,South Wimbledon,Rain,Off-Peak,20,33,4,19,76
39230,2023-03-28 02:00:00,Bus,Waterloo,Wind,Off-Peak,25,18,13,26,64
39231,2023-03-28 03:00:00,Tube,Kings Cross St Pancras,Wind,Off-Peak,20,20,26,37,50
39232,2023-03-28 04:00:00,DLR,Canary Wharf,Fog,Rush Hour,30,19,49,14,50
39233,2023-03-28 05:00:00,Train,King's Cross,Snow,Rush Hour,30,14,35,24,61
39234,2023-03-28 06:00:00,Tram,East Croydon,Wind,Rush Hour,15,34,26,37,53
39235,2023-03-28 07:00:00,Bus,Waterloo,Fog,Off-Peak,25,-4,13,6,78
39236,2023-03-28 08:00:00,Train,Waterloo,Fog,Off-Peak,15,29,14,32,41
39237,2023-03-28 09:00:00,Bus,Victoria,Snow,Off-Peak,20,27,26,10,73
39238,2023-03-28 10:00:00,Tram,Elmers End,Rain,Off-Peak,10,11,7,12,50
39239,2023-03-28 11:00:00,Tube,Piccadilly Circus,Snow,Off-Peak,10,16,20,3,95
39240,2023-03-28 12:00:00,No Service,Oxford Circus,Rain,Off-Peak,15,-5,33,29,84
39241,2023-03-28 13:00:00,No Service,Leicester Square,Ice,Off-Peak,35,31,48,34,44
39242,2023-03-28 14:00:00,No Service,Stratford,Wind,Off-Peak,10,24,27,20,90
39243,2023-03-28 15:00:00,No Service,Tower Gateway,Rain,Off-Peak,5,0,23,2,66
39245,2023-03-28 16:00:00,Train,London Bridge,Snow,Off-Peak,40,8,16,5,57
39246,2023-03-28 17:00:00,DLR,Canary Wharf,Wind,Off-Peak,10,30,5,38,71
39247,2023-03-28 18:00:00,Tram,East Croydon,Snow,Rush Hour,35,27,37,38,42
39248,2023-03-28 19:00:00,Tram,Elmers End,Snow,Rush Hour,25,32,18,2,95
39249,2023-03-28 20:00:00,Bus,King's Cross,Snow,Rush Hour,30,33,0,15,89
39250,2023-03-28 21:00:00,Train,King's Cross,Fog,Off-Peak,15,0,37,10,62
39251,2023-03-28 22:00:00,Train,London Bridge,Snow,Off-Peak,30,20,25,7,47
39252,2023-03-28 23:00:00,Bus,Oxford Circus,Ice,Off-Peak,35,18,4,25,85
39253,2023-03-29 00:00:00,Tram,South Wimbledon,Fog,Off-Peak,40,27,3,9,97
39254,2023-03-29 01:00:00,Bus,Victoria,Ice,Off-Peak,35,2,24,32,49
39255,2023-03-29 02:00:00,Tram,East Croydon,Snow,Off-Peak,35,28,44,33,46
39256,2023-03-29 03:00:00,DLR,Canary Wharf,Wind,Rush Hour,10,28,48,28,67
39257,2023-03-29 04:00:00,Train,Paddington,Clear,Rush Hour,10,18,44,18,77
39258,2023-03-29 05:00:00,Tube,Leicester Square,Rain,Rush Hour,5,-4,21,24,63
39259,2023-03-29 06:00:00,Train,London Bridge,Clear,Off-Peak,0,2,47,21,95
39260,2023-03-29 07:00:00,Tube,Piccadilly Circus,Clear,Off-Peak,0,19,12,26,63
39261,2023-03-29 08:00:00,Tram,Elmers End,Wind,Off-Peak,15,24,22,38,63
39262,2023-03-29 09:00:00,Train,Euston,Rain,Off-Peak,5,26,32,37,68
39263,2023-03-29 10:00:00,DLR,Lewisham,Fog,Off-Peak,30,24,24,14,63
39264,2023-03-29 11:00:00,No Service,Shadwell,Rain,Off-Peak,5,1,9,26,78
39265,2023-03-29 12:00:00,No Service,Beckenham Junction,Clear,Off-Peak,0,18,17,16,42
39266,2023-03-29 13:00:00,No Service,Poplar,Clear,Off-Peak,10,3,26,0,75
39267,2023-03-29 14:00:00,No Service,Poplar,Clear,Off-Peak,10,10,48,6,77
39268,2023-03-29 15:00:00,No Service,Waterloo,Rain,Off-Peak,5,-4,25,40,86
39269,2023-03-29 16:00:00,Bus,Liverpool Street,Clear,Off-Peak,0,29,48,40,65
39270,2023-03-29 17:00:00,DLR,Bank,Fog,Off-Peak,20,28,41,18,54
39271,2023-03-29 18:00:00,Tube,Green Park,Ice,Rush Hour,35,16,1,16,43
39272,2023-03-29 19:00:00,Tube,Kings Cross St Pancras,Snow,Rush Hour,10,13,9,6,51
39273,2023-03-29 20:00:00,DLR,Bank,Wind,Rush Hour,10,15,19,31,44
39274,2023-03-29 21:00:00,Tube,Oxford Circus,Clear,Off-Peak,0,6,37,38,96
39275,2023-03-29 22:00:00,Tram,East Croydon,Clear,Off-Peak,10,5,2,24,57
39276,2023-03-29 23:00:00,Tram,Wimbledon,Rain,Off-Peak,10,13,9,24,43
39277,2023-03-30 00:00:00,Bus,Victoria,Ice,Off-Peak,45,0,27,16,42
39278,2023-03-30 01:00:00,Tram,Wimbledon,Clear,Off-Peak,0,8,18,10,77
39279,2023-03-30 02:00:00,DLR,Shadwell,Ice,Off-Peak,35,27,16,19,56
39280,2023-03-30 03:00:00,Tram,South Wimbledon,Snow,Rush Hour,35,32,43,35,64
39281,2023-03-30 04:00:00,Bus,Soho,Clear,Rush Hour,0,7,43,37,62
39282,2023-03-30 05:00:00,Bus,Tottenham Court Road,Ice,Rush Hour,45,20,22,5,91
39283,2023-03-30 06:00:00,DLR,Stratford,Rain,Off-Peak,5,8,27,40,48
39284,2023-03-30 07:00:00,Tram,Wimbledon,Fog,Off-Peak,30,18,26,2,80
39285,2023-03-30 08:00:00,DLR,Poplar,Fog,Off-Peak,20,-5,31,40,93
39286,2023-03-30 09:00:00,Bus,Waterloo,Rain,Off-Peak,15,24,37,26,43
39287,2023-03-30 10:00:00,Tram,South Wimbledon,Snow,Off-Peak,35,4,11,2,61
39288,2023-03-30 11:00:00,No Service,Oxford Circus,Rain,Off-Peak,15,4,19,9,95
39289,2023-03-30 12:00:00,No Service,Wimbledon,Ice,Off-Peak,50,22,5,9,78
39290,2023-03-30 13:00:00,No Service,Piccadilly Circus,Wind,Off-Peak,30,-2,2,30,68
39291,2023-03-30 14:00:00,No Service,Shadwell,Clear,Off-Peak,10,8,2,5,98
39292,2023-03-30 15:00:00,No Service,Oxford Circus,Ice,Off-Peak,25,6,22,23,89
39293,2023-03-30 16:00:00,DLR,Poplar,Fog,Off-Peak,30,32,8,37,100
39294,2023-03-30 17:00:00,DLR,Shadwell,Fog,Off-Peak,30,31,32,14,89
39295,2023-03-30 18:00:00,Train,King's Cross,Ice,Rush Hour,40,4,35,14,51
39296,2023-03-30 19:00:00,Train,Paddington,Snow,Rush Hour,40,21,11,2,85
39297,2023-03-30 20:00:00,Tram,Elmers End,Wind,Rush Hour,15,6,25,33,69
39298,2023-03-30 21:00:00,Bus,Oxford Circus,Clear,Off-Peak,10,16,36,18,57
39299,2023-03-30 22:00:00,Bus,Oxford Circus,Snow,Off-Peak,30,-2,49,29,55
39300,2023-03-30 23:00:00,DLR,Canary Wharf,Fog,Off-Peak,30,23,47,33,78
39301,2023-03-31 00:00:00,DLR,Poplar,Clear,Off-Peak,10,30,9,20,69
39302,2023-03-31 01:00:00,DLR,Shadwell,Clear,Off-Peak,10,8,43,2,84
39303,2023-03-31 02:00:00,Bus,Liverpool Street,Wind,Off-Peak,15,6,10,32,82
39304,2023-03-31 03:00:00,DLR,Poplar,Wind,Rush Hour,10,14,18,16,60
39305,2023-03-31 04:00:00,Tram,Beckenham Junction,Clear,Rush Hour,0,17,4,33,61
39306,2023-03-31 05:00:00,Tram,Beckenham Junction,Snow,Rush Hour,35,16,23,39,87
39307,2023-03-31 06:00:00,Tram,South Wimbledon,Ice,Off-Peak,50,28,34,33,64
39308,2023-03-31 07:00:00,Bus,King's Cross,Clear,Off-Peak,0,15,27,18,69
39309,2023-03-31 08:00:00,Tube,Kings Cross St Pancras,Snow,Off-Peak,20,3,29,0,45
39310,2023-03-31 09:00:00,Tram,South Wimbledon,Rain,Off-Peak,10,4,18,6,96
39311,2023-03-31 10:00:00,Tram,New Addington,Snow,Off-Peak,25,4,5,21,84
